"k_hat","r_hat","m"
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
6,6,10
10,10,10
8,8,10
0,0,10
0,0,10
0,0,10
0,0,10
5,5,10
10,10,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
5,5,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
7,7,10
5,5,10
0,0,10
0,0,10
0,0,10
5,5,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
6,6,10
0,0,10
0,0,10
0,0,10
10,10,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
8,8,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
7,7,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
5,5,10
0,0,10
7,7,10
0,0,10
8,8,10
0,0,10
5,5,10
5,5,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
6,6,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
8,8,10
0,0,10
5,5,10
8,8,10
0,0,10
7,7,10
0,0,10
0,0,10
0,0,10
5,5,10
6,6,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
6,6,10
0,0,10
5,5,10
9,9,10
9,9,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
8,8,10
0,0,10
7,7,10
0,0,10
6,6,10
0,0,10
0,0,10
5,5,10
0,0,10
0,0,10
0,0,10
10,10,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
10,10,10
5,5,10
10,10,10
0,0,10
0,0,10
0,0,10
5,5,10
0,0,10
0,0,10
0,0,10
9,9,10
5,5,10
5,5,10
0,0,10
0,0,10
5,5,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
8,8,10
0,0,10
0,0,10
6,6,10
0,0,10
0,0,10
0,0,10
0,0,10
5,5,10
0,0,10
10,10,10
0,0,10
6,6,10
9,9,10
10,10,10
5,5,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
6,6,10
0,0,10
0,0,10
6,6,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
0,0,10
